primary_id,sub_id,Name,Description,required_evidence
A,14.2.3,Technical review of applications after operating platform changes,"When operating platforms are changed, business critical applications should be reviewed and tested to ensure there is no adverse impact on organizational operations or security. 
 
 Implementation Guidance 
 a) review of application control and integrity procedures to ensure that they have not been compromised by the operating platform changes; 
 b) ensuring that notification of operating platform changes is provided in time to allow appropriate tests and reviews to take place before implementation; 
 c) ensuring that appropriate changes are made to the business continuity plans. 
 
 Other information 
 Operating platforms include operating systems, databases and middleware platforms. The control should also be applied for changes of applications.",Application testing reports after operating system updates or upgrades. 
A,14.2.4,Restrictions on changes to software packages,"Modifications to software packages should be discouraged, limited to necessary changes and all changes should be strictly controlled. 
 
 Implementation Guidance 
 As far as possible and practicable, vendor-supplied software packages should be used without modification. Where a software package needs to be modified the following points should be considered: 
 a) the risk of built-in controls and integrity processes being compromised; 
 b) whether the consent of the vendor should be obtained; 
 c) the possibility of obtaining the required changes from the vendor as standard program updates; 
 d) the impact if the organization becomes responsible for the future maintenance of the software as a result of changes; 
 e) compatibility with other software in use. 
 
If changes are necessary the original software should be retained and the changes applied to a designated copy. A software update management process should be implemented to ensure the most up-to-date approved patches and application updates are installed for all authorized software. All changes should be fully tested and documented, so that they can be reapplied, if necessary, to future software upgrades. If required, the modifications should be tested and validated by an independent evaluation body.",Policy for restricting changes to software packages.
A,14.2.5,Secure system engineering principles,"Principles for engineering secure systems should be established, documented, maintained and applied to any information system implementation efforts. 
 
 Implementation Guidance 
 Secure information system engineering procedures based on security engineering principles should be established, documented and applied to in-house information system engineering activities. Security should be designed into all architecture layers (business, data, applications and technology) balancing the need for information security with the need for accessibility. New technology should be analysed for security risks and the design should be reviewed against known attack patterns. 
 
These principles and the established engineering procedures should be regularly reviewed to ensure that they are effectively contributing to enhanced standards of security within the engineering process. They should also be regularly reviewed to ensure that they remain up-to-date in terms of combating any new potential threats and in remaining applicable to advances in the technologies and solutions being applied. 
 
 The established security engineering principles should be applied, where applicable, to outsourced information systems through the contracts and other binding agreements between the organization and the supplier to whom the organization outsources. The organization should confirm that the rigour of suppliers' security engineering principles is comparable with its own. 
 
 Other information 
 Application development procedures should apply secure engineering techniques in the development of applications that have input and output interfaces. Secure engineering techniques provide guidance on user authentication techniques, secure session control and data validation, sanitisation and elimination of debugging codes.",Document addressing secure engineering principles for information system/application development and implementation. 
A,14.2.6,Secure development environment,"Organizations should establish and appropriately protect secure development environments for system development and integration efforts that cover the entire system development lifecycle. 
 
 Implementation Guidance 
 A secure development environment includes people, processes and technology associated with system development and integration. 
 
 Organizations should assess risks associated with individual system development efforts and establish secure development environments for specific system development efforts, considering: 
 a) sensitivity of data to be processed, stored and transmitted by the system; 
 b) applicable external and internal requirements, e.g. from regulations or policies; 
 c) security controls already implemented by the organization that support system development; 
 d) trustworthiness of personnel working in the environment; 
 e) the degree of outsourcing associated with system development; 
 f) the need for segregation between different development environments; 
 g) control of access to the development environment; 
 h) monitoring of change to the environment and code stored therein; 
 i) backups are stored at secure offsite locations; 
 j) control over movement of data from and to the environment. 
 
 Once the level of protection is determined for a specific development environment, organizations should document corresponding processes in secure development procedures and provide these to all individuals who need them.",Evidence of implementing security controls on development environments.
A,14.2.7,Outsourced development,"The organization should supervise and monitor the activity of outsourced system development. 
 
 Implementation Guidance 
 Where system development is outsourced, the following points should be considered across the organization's entire external supply chain: 
 a) licensing arrangements, code ownership and intellectual property rights related to the outsourced content; 
 b) contractual requirements for secure design, coding and testing practices; 
 c) provision of the approved threat model to the external developer; 
 d) acceptance testing for the quality and accuracy of the deliverables; 
 e) provision of evidence that security thresholds were used to establish minimum acceptable levels of security and privacy quality; 
 f) provision of evidence that sufficient testing has been applied to guard against the absence of both intentional and unintentional malicious content upon delivery; 
 g) provision of evidence that sufficient testing has been applied to guard against the presence of known vulnerabilities; 
 h) escrow arrangements, e.g. if source code is no longer available; 
 i) contractual right to audit development processes and controls; 
 j) effective documentation of the build environment used to create deliverables; 
 k) the organization remains responsible for compliance with applicable laws and control efficiency verification. 
 
 Other information 
 Further information on supplier relationships can be found in ISO/IEC 27036.[21][22][23]",Sample agreement with supplier for application or information system development including information security requirements and security/code testing reports for application development by third party. 
A,14.2.8,System security testing,"Testing of security functionality should be carried out during development. 
 
 Implementation Guidance 
 New and updated systems require thorough testing and verification during the development processes, including the preparation of a detailed schedule of activities and test inputs and expected outputs under a range of conditions. For in-house developments, such tests should initially be performed by the development team. Independent acceptance testing should then be undertaken (both for in-house and for outsourced developments) to ensure that the system works as expected and only as expected. The extent of testing should be in proportion to the importance and nature of the system.",Security testing report for application or information system under development either in house or by third party. 
A,14.2.9,System acceptance testing,"Acceptance testing programs and related criteria should be established for new information systems, upgrades and new versions. 
 
 Implementation Guidance 
 System acceptance testing should include testing of information security requirements and adherence to secure system development practices. The testing should also be conducted on received components and integrated systems. Organizations can leverage automated tools, such as code analysis tools or vulnerability scanners, and should verify the remediation of security- related defects. 
 
 Testing should be performed in a realistic test environment to ensure that the system will not introduce vulnerabilities to the organization's environment and that the tests are reliable.",System acceptance testing reports including testing criteria. 
A,14.3.1,Protection of test data,"Test data should be selected carefully, protected and controlled. 
 
 Implementation Guidance 
 The use of operational data containing personally identifiable information or any other confidential information for testing purposes should be avoided. If personally identifiable information or otherwise confidential information is used for testing purposes, all sensitive details and content should be protected by removal or modification (see ISO/IEC 29101[26]). 
 
 The following guidelines should be applied to protect operational data, when used for testing purposes: 
 a) the access control procedures, which apply to operational application systems, should also apply to test application systems; 
 b) there should be separate authorization each time operational information is copied to a test environment; 
 c) operational information should be erased from a test environment immediately after the testing is complete; 
 d) the copying and use of operational information should be logged to provide an audit trail. 
 
 Other information 
 System and acceptance testing usually requires substantial volumes of test data that are as close as possible to operational data.",Evidence of access control and protection of data used in test environments. 
A,15.1.1,Information security policy for supplier relationships,"Information security requirements for mitigating the risks associated with supplier's access to the organization's assets should be agreed with the supplier and documented. 
 
 Implementation Guidance 
 The organization should identify and mandate information security controls to specifically address supplier access to the organization's information in a policy. These controls should address processes and procedures to be implemented by the organization, as well as those processes and procedures that the organization should require the supplier to implement, including: 
 a) identifying and documenting the types of suppliers, e.g. IT services, logistics utilities, financial services, IT infrastructure components, whom the organization will allow to access its information; 
 b) a standardised process and lifecycle for managing supplier relationships; 
 c) defining the types of information access that different types of suppliers will be allowed, and monitoring and controlling the access; 
 d) minimum information security requirements for each type of information and type of access to serve as the basis for individual supplier agreements based on the organization's business needs and requirements and its risk profile; 
 e) processesandproceduresformonitoringadherencetoestablishedinformationsecurityrequirements for each type of supplier and type of access, including third party review and product validation; 
 f) accuracy and completeness controls to ensure the integrity of the information or information processing provided by either party; 
 g) types of obligations applicable to suppliers to protect the organization's information; 
 h) handling incidents and contingencies associated with supplier access including responsibilities of both the organization and suppliers; 
 i) resilience and, if necessary, recovery and contingency arrangements to ensure the availability of the information or information processing provided by either party; 
 j) awareness training for the organization's personnel involved in acquisitions regarding applicable policies, processes and procedures; 
 k) awareness training for the organization's personnel interacting with supplier personnel regarding appropriate rules of engagement and behaviour based on the type of supplier and the level of supplier access to the organization's systems and information; 
 l) conditions under which information security requirements and controls will be documented in an agreement signed by both parties; 
 m) managing the necessary transitions of information, information processing facilities and anything else that needs to be moved, and ensuring that information security is maintained throughout the transition period. 
 
 Other information 
 Information can be put at risk by suppliers with inadequate information security management. Controls should be identified and applied to administer supplier access to information processing facilities. For example, if there is a special need for confidentiality of the information, non-disclosure agreements can be used. Another example is data protection risks when the supplier agreement involves transfer of, or access to, information across borders. The organization needs to be aware that the legal or contractual responsibility for protecting information remains with the organization.",Supplier relationship policy.
A,15.1.2,Addressing security within supplier agreements,"All relevant information security requirements should be established and agreed with each supplier that may access, process, store, communicate, or provide IT infrastructure components for, the organization's information. 
 
 Implementation Guidance 
 Supplier agreements should be established and documented to ensure that there is no misunderstanding between the organization and the supplier regarding both parties' obligations to fulfil relevant information security requirements. 
 
 The following terms should be considered for inclusion in the agreements in order to satisfy the identified information security requirements: 
 a) description of the information to be provided or accessed and methods of providing or accessing the information; 
 b) classification of information according to the organization's classification scheme; if necessary also mapping between the organization's own classification scheme and the classification scheme of the supplier; 
 c) legal and regulatory requirements, including data protection, intellectual property rights and copyright, and a description of how it will be ensured that they are met; 
 d) obligation of each contractual party to implement an agreed set of controls including access control, performance review, monitoring, reporting and auditing; 
 e) rules of acceptable use of information, including unacceptable use if necessary; 
 f) either explicit list of supplier personnel authorized to access or receive the organization's information or procedures or conditions for authorization, and removal of the authorization, for access to or receipt of the organization's information by supplier personnel; 
 g) information security policies relevant to the specific contract; 
 h) incident management requirements and procedures (especially notification and collaboration during incident remediation); 
 i) training and awareness requirements for specific procedures and information security requirements, e.g. for incident response, authorization procedures; 
 j) relevant regulations for sub-contracting, including the controls that need to be implemented; 
 k) relevant agreement partners, including a contact person for information security issues; 
 l) screening requirements, if any, for supplier's personnel including responsibilities for conducting the screening and notification procedures if screening has not been completed or if the results give cause for doubt or concern; 
 m) right to audit the supplier processes and controls related to the agreement; 
 n) defect resolution and conflict resolution processes; 
 o) supplier's obligation to periodically deliver an independent report on the effectiveness of controls and agreement on timely correction of relevant issues raised in the report; 
 p) supplier's obligations to comply with the organization's security requirements. 
 
Other information 
The agreements can vary considerably for different organizations and among the different types of suppliers. Therefore, care should be taken to include all relevant information security risks and requirements. Supplier agreements may also involve other parties (e.g. sub-suppliers). 
 
 The procedures for continuing processing in the event that the supplier becomes unable to supply its products or services need to be considered in the agreement to avoid any delay in arranging replacement products or services.",Sample supplier agreement including confidentiality clauses and relevant information security requirements. 
A,15.1.3,Information and communication technology supply chain,"Agreements with suppliers should include requirements to address the information security risks associated with information and communications technology services and product supply chain. 
 
 Implementation guidance 
 The following topics should be considered for inclusion in supplier agreements concerning supply chain security: 
 a) defining information security requirements to apply to information and communication technology product or service acquisition in addition to the general information security requirements for supplier relationships; 
 b) for information and communication technology services, requiring that suppliers propagate the organization's security requirements throughout the supply chain if suppliers subcontract for parts of information and communication technology service provided to the organization; 
 c) for information and communication technology products, requiring that suppliers propagate appropriate security practices throughout the supply chain if these products include components purchased from other suppliers; 
 d) implementing a monitoring process and acceptable methods for validating that delivered information and communication technology products and services are adhering to stated security requirements; 
 e) implementing a process for identifying product or service components that are critical for maintaining functionality and therefore require increased attention and scrutiny when built outside of the organization especially if the top tier supplier outsources aspects of product or service components to other suppliers; 
 f) obtaining assurance that critical components and their origin can be traced throughout the supply chain; 
 g) obtaining assurance that the delivered information and communication technology products are functioning as expected without any unexpected or unwanted features; 
 h) defining rules for sharing of information regarding the supply chain and any potential issues and compromises among the organization and suppliers; 
 i) implementing specific processes for managing information and communication technology component lifecycle and availability and associated security risks. This includes managing the risks of components no longer being available due to suppliers no longer being in business or suppliers no longer providing these components due to technology advancements. 
 
 Other information 
 The specific information and communication technology supply chain risk management practices are built on top of general information security, quality, project management and system engineering practices but do not replace them. 
 
 Organizations are advised to work with suppliers to understand the information and communication technology supply chain and any matters that have an important impact on the products and services being provided. Organizations can influence information and communication technology supply chain information security practices by making clear in agreements with their suppliers the matters that should be addressed by other suppliers in the information and communication technology supply chain. 
 
 Information and communication technology supply chain as addressed here includes cloud computing services.","Vendor risk management reports including risks associated with information, communications technology services and product supply chain."
A,15.2.1,Monitoring and review of supplier services,"Organizations should regularly monitor, review and audit supplier service delivery. 
 
 Implementation guidance 
 Monitoring and review of supplier services should ensure that the information security terms and conditions of the agreements are being adhered to and that information security incidents and problems are managed properly. 
 
 This should involve a service management relationship process between the organization and the supplier to: 
 a) monitor service performance levels to verify adherence to the agreements; 
 b) review service reports produced by the supplier and arrange regular progress meetings as required by the agreements; 
 c) conduct audits of suppliers, in conjunction with review of independent auditor's reports, if available, and follow-up on issues identified; 
 d) provide information about information security incidents and review this information as required by the agreements and any supporting guidelines and procedures; 
 e) review supplier audit trails and records of information security events, operational problems, failures, tracing of faults and disruptions related to the service delivered; 
 f) resolve and manage any identified problems; 
 g) review information security aspects of the supplier's relationships with its own suppliers; 
 h) ensure that the supplier maintains sufficient service capability together with workable plans designed to ensure that agreed service continuity levels are maintained following major service failures or disaster. 
 
 The responsibility for managing supplier relationships should be assigned to a designated individual or service management team. In addition, the organization should ensure that suppliers assign responsibilities for reviewing compliance and enforcing the requirements of the agreements. Sufficient technical skills and resources should be made available to monitor that the requirements of the agreement, in particular the information security requirements, are being met. Appropriate action should be taken when deficiencies in the service delivery are observed. 
 
 The organization should retain sufficient overall control and visibility into all security aspects for sensitive or critical information or information processing facilities accessed, processed or managed by a supplier. The organization should retain visibility into security activities such as change management, identification of vulnerabilities and information security incident reporting and response through a defined reporting process.",Process for monitoring and review of supplier services including continuous monitoring and vendor evaluation reports. 
A,15.2.2,Managing changes to supplier services,"Changes to the provision of services by suppliers, including maintaining and improving existing information security policies, procedures and controls, should be managed, taking account of the criticality of business information, systems and processes involved and re-assessment of risks. 
 
 Implementation guidance 
 The following aspects should be taken into consideration: 
 a) changes to supplier agreements; 
 b) changes made by the organization to implement: 
 1) enhancements to the current services offered; 
 2) development of any new applications and systems; 
 3) modifications or updates of the organization's policies and procedures; 
 4) new or changed controls to resolve information security incidents and to improve security;. 
 c) changes in supplier services to implement: 
 1) changes and enhancement to networks; 
 2) use of new technologies; 
 3) adoption of new products or newer versions/releases; 
 4) new development tools and environments; 
 5) changes to physical location of service facilities; 
 6) change of suppliers; 
 7) sub-contracting to another supplier.",Process for controlling changes to supplier services. 
A,16.1.1,Responsibilities and procedures,"Management responsibilities and procedures should be established to ensure a quick, effective and orderly response to information security incidents. 
 
 Implementation guidance 
 The following guidelines for management responsibilities and procedures with regard to information security incident management should be considered: 
 a) management responsibilities should be established to ensure that the following procedures are developed and communicated adequately within the organization: 
 1) procedures for incident response planning and preparation; 
 2) procedures for monitoring, detecting, analysing and reporting of information security events and incidents; 
 3) procedures for logging incident management activities; 
 4) procedures for handling of forensic evidence; 
 5) procedures for assessment of and decision on information security events and assessment of information security weaknesses; 
 6) procedures for response including those for escalation, controlled recovery from an incident and communication to internal and external people or organizations; 
 b) procedures established should ensure that: 
 1) competent personnel handle the issues related to information security incidents within the organization; 
 2) a point of contact for security incidents' detection and reporting is implemented; 
 3) appropriate contacts with authorities, external interest groups or forums that handle the issues related to information security incidents are maintained; 
 c) reporting procedures should include: 
 1) preparing information security event reporting forms to support the reporting action and to help the person reporting to remember all necessary actions in case of an information security event; 
 2) the procedure to be undertaken in case of an information security event, e.g. noting all details immediately, such as type of non-compliance or breach, occurring malfunction, messages on the screen and immediately reporting to the point of contact and taking only coordinated actions; 
 3) reference to an established formal disciplinary process for dealing with employees who commit security breaches; 
 4) suitable feedback processes to ensure that those persons reporting information security events are notified of results after the issue has been dealt with and closed. 
 
 The objectives for information security incident management should be agreed with management, and it should be ensured that those responsible for information security incident management understand the organization's priorities for handling information security incidents. 
 
 Other information 
 Information security incidents might transcend organizational and national boundaries. To respond to such incidents there is an increasing need to coordinate response and share information about these incidents with external organizations as appropriate. 
 
 Detailed guidance on information security incident management is provided in ISO/IEC 27035.[20]",Incident management process including the team roles and responsibilities. 
A,16.1.2,Reporting information security events,"Information security events should be reported through appropriate management channels as quickly as possible. 
 
 Implementation guidance 
 All employees and contractors should be made aware of their responsibility to report information security events as quickly as possible. They should also be aware of the procedure for reporting information security events and the point of contact to which the events should be reported. 
 
 Situations to be considered for information security event reporting include: 
 a) ineffective security control; 
 b) breach of information integrity, confidentiality or availability expectations; 
 c) human errors; 
 d) non-compliances with policies or guidelines; 
 e) breaches of physical security arrangements; 
 f) uncontrolled system changes; 
 g) malfunctions of software or hardware; 
 h) access violations. 
 
 Other information 
 Malfunctions or other anomalous system behaviour may be an indicator of a security attack or actual security breach and should therefore always be reported as an information security event.",Process for reporting information security events. 
A,16.1.3,Reporting information security weaknesses,"Employees and contractors using the organization's information systems and services should be required to note and report any observed or suspected information security weaknesses in systems or services. 
 
 Implementation guidance 
 All employees and contractors should report these matters to the point of contact as quickly as possible in order to prevent information security incidents. The reporting mechanism should be as easy, accessible and available as possible. 
 
 Other information 
 Employees and contractors should be advised not to attempt to prove suspected security weaknesses. Testing weaknesses might be interpreted as a potential misuse of the system and could also cause damage to the information system or service and result in legal liability for the individual performing the testing.",Process for reporting information security weaknesses. 
A,16.1.4,Assessment of and decision on information security events,"Information security events should be assessed and it should be decided if they are to be classified as information security incidents. 
 
 Implementation guidance 
 The point of contact should assess each information security event using the agreed information security event and incident classification scale and decide whether the event should be classified as an information security incident. Classification and prioritization of incidents can help to identify the impact and extent of an incident. 
 
 In cases where the organization has an information security incident response team (ISIRT), the assessment and decision can be forwarded to the ISIRT for confirmation or reassessment. 
 
 Results of the assessment and decision should be recorded in detail for the purpose of future reference and verification.",Incident analysis process and sample incident with analysis and evaluation steps followed.
A,16.1.5,Response to information security incidents,"Information security incidents should be response to in accordance with the documented procedures. 
 
 Implementation guidance 
 Information security incidents should be responded to by a nominated point of contact and other relevant persons of the organization or external parties. 
 
 The response should include the following: 
 a) collecting evidence as soon as possible after the occurrence; 
 b) conducting information security forensics analysis, as required; 
 c) escalation, as required; 
 d) ensuring that all involved response activities are properly logged for later analysis; 
 e) communicating the existence of the information security incident or any relevant details thereof to other internal and external people or organizations with a need-to-know; 
 f) dealing with information security weakness(es) found to cause or contribute to the incident; g) once the incident has been successfully dealt with, formally closing and recording it. Post-incident analysis should take place, as necessary, to identify the source of the incident. Other information 
 
 The first goal of incident response is to resume 'normal security level' and then initiate the necessary recovery.",Incident response process and sample incident with response steps followed.
A,16.1.6,Learning from information security incidents,"Knowledge gained from analyzing and resolving information security incidents should be used to reduce the likelihood or impact of future incidents. 
 
 Implementation Guidance 
 There should be mechanisms in place to enable the types, volumes and costs of information security incidents to be quantified and monitored. The information gained from the evaluation of information security incidents should be used to identify recurring or high impact incidents. 
 
 Other information 
 The evaluation of information security incidents may indicate the need for enhanced or additional controls to limit the frequency, damage and cost of future occurrences, or to be taken into account in the security policy review process. 
 
 With due care of confidentiality aspects, anecdotes from actual information security incidents can be used in user awareness training as examples of what could happen, how to respond to such incidents and how to avoid them in the future.",Incident management process including recording lessons learned. Sample incident with identified lessons learned. 
A,16.1.7,Collection of evidence,"The organization should define and apply procedures for the identification, collection, acquisition and preservation of information, which can serve as evidence. 
 
 Implementation Guidance 
 Internal procedures should be developed and followed when dealing with evidence for the purposes of disciplinary and legal action. 
 
 In general, these procedures for evidence should provide processes of identification, collection, acquisition and preservation of evidence in accordance with different types of media, devices and status of devices, e.g. powered on or off. The procedures should take account of: 
 a) chain of custody; 
 b) safety of evidence; 
 c) safety of personnel; 
 d) roles and responsibilities of personnel involved; 
 e) competency of personnel; 
 f) documentation; 
 g) briefing. 
 
 Where available, certification or other relevant means of qualification of personnel and tools should be sought, so as to strengthen the value of the preserved evidence. 
 
 Forensic evidence may transcend organizational or jurisdictional boundaries. In such cases, it should be ensured that the organization is entitled to collect the required information as forensic evidence. The requirements of different jurisdictions should also be considered to maximize chances of admission across the relevant jurisdictions. 
 
 Other information 
 Identification is the process involving the search for, recognition and documentation of potential evidence. Collection is the process of gathering the physical items that can contain potential evidence. Acquisition is the process of creating a copy of data within a defined set. Preservation is the process to maintain and safeguard the integrity and original condition of the potential evidence. 
 
 When an information security event is first detected, it may not be obvious whether or not the event will result in court action. Therefore, the danger exists that necessary evidence is destroyed intentionally or accidentally before the seriousness of the incident is realized. It is advisable to involve a lawyer or the police early in any contemplated legal action and take advice on the evidence required. 
 
 ISO/IEC 27037[24] provides guidelines for identification, collection, acquisition and preservation of digital evidence.",Process for collection of digital evidence or agreement with third party for digital forensics service.
A,17.1.1,Planning information security continuity,"The organization should determine its requirements for information security and the continuity of information security management in adverse situations, e.g. during a crisis or disaster. 
 
 Implementation Guidance 
 An organization should determine whether the continuity of information security is captured within the business continuity management process or within the disaster recovery management process. Information security requirements should be determined when planning for business continuity and disaster recovery. 
 
 In the absence of formal business continuity and disaster recovery planning, information security management should assume that information security requirements remain the same in adverse situations, compared to normal operational conditions. Alternatively, an organization could perform a business impact analysis for information security aspects to determine the information security requirements applicable to adverse situations. 
 
 Other information 
 In order to reduce the time and effort of an 'additional' business impact analysis for information security, it is recommended to capture information security aspects within the normal business continuity management or disaster recovery management business impact analysis. This implies that the information security continuity requirements are explicitly formulated in the business continuity management or disaster recovery management processes. 
 
 Information on business continuity management can be found in ISO/IEC 27031,[14] ISO 22313[9] and ISO 22301.[8]",Business continuity and disaster recovery plans.
A,17.1.2,Implementing information security continuity,"The organization should establish, document, implement and maintain processes, procedures and controls to ensure the required level of continuity for information security during an adverse situation. 
 
 Implementation Guidance 
 An organization should ensure that: 
 a) an adequate management structure is in place to prepare for, mitigate and respond to a disruptive event using personnel with the necessary authority, experience and competence; 
 b) incident response personnel with the necessary responsibility, authority and competence to manage an incident and maintain information security are nominated; 
 c) documented plans, response and recovery procedures are developed and approved, detailing how the organization will manage a disruptive event and will maintain its information security to a predetermined level, based on management-approved information security continuity objectives. 
 
 According to the information security continuity requirements, the organization should establish, document, implement and maintain: 
 a) information security controls within business continuity or disaster recovery processes, procedures and supporting systems and tools; 
 b) processes, procedures and implementation changes to maintain existing information security controls during an adverse situation; 
 c) compensating controls for information security controls that cannot be maintained during an adverse situation. 
 
 Other information 
 Within the context of business continuity or disaster recovery, specific processes and procedures may have been defined. Information that is handled within these processes and procedures or within dedicated information systems to support them should be protected. Therefore an organization should involve information security specialists when establishing, implementing and maintaining business continuity or disaster recovery processes and procedures. 
 
 Information security controls that have been implemented should continue to operate during an adverse situation. If security controls are not able to continue to secure information, other controls should be established, implemented and maintained to maintain an acceptable level of information security.",Business continuity and disaster recovery plans.
A,17.1.3,"Verify, review and evaluate information security continuity","The organization should verify the established and implemented information security continuity controls at regular intervals in order to ensure that they are valid and effective during adverse situations. 
 
 Implementation Guidance 
 Organizational, technical, procedural and process changes, whether in an operational or continuity context, can lead to changes in information security continuity requirements. In such cases, the continuity of processes, procedures and controls for information security should be reviewed against these changed requirements. 
 
 Organizations should verify their information security management continuity by: 
 a) exercising and testing the functionality of information security continuity processes, procedures and controls to ensure that they are consistent with the information security continuity objectives; 
 b) exercising and testing the knowledge and routine to operate information security continuity processes, procedures and controls to ensure that their performance is consistent with the information security continuity objectives; 
 c) reviewing the validity and effectiveness of information security continuity measures when information systems, information security processes, procedures and controls or business continuity management/disaster recovery management processes and solutions change. 
 
Other information 
The verification of information security continuity controls is different from general information security testing and verification and should be performed outside the testing of changes. If possible, it is preferable to integrate verification of information security continuity controls with the organization's business continuity or disaster recovery tests.",Test report for business continuity plans and recovery plan testing reports. 
A,17.2.1,Availability of information processing facilities,"Information processing facilities should be implemented with redundancy sufficient to meet availability requirements. 
 
 Implementation guidance 
 Organizations should identify business requirements for the availability of information systems. Where the availability cannot be guaranteed using the existing systems architecture, redundant components or architectures should be considered. 
 
 Where applicable, redundant information systems should be tested to ensure the failover from one component to another component works as intended. 
 
 Other Information 
 The implementation of redundancies can introduce risks to the integrity or confidentiality of information and information systems, which need to be considered when designing information systems.",Network diagram with proof of redundancy of information systems and network diagram of the disaster recovery site. 
A,18.1.1,Identification of applicable legislation and contractual requirements,"All relevant legislative statutory, regulatory, contractual requirements and the organization's approach to meet these requirements should be explicitly identified, documented and kept up to date for each information system and the organization. 
 
 Implementation Guidance 
 The specific controls and individual responsibilities to meet these requirements should also be defined and documented. 
 
 Managers should identify all legislation applicable to their organization in order to meet the requirements for their type of business. If the organization conducts business in other countries, managers should consider compliance in all relevant countries.",Procedure for identification of applicable legislation and contractual requirements and list of applicable laws and regulations document. 
A,18.1.2,Intellectual property rights,"Appropriate procedures should be implemented to ensure compliance with legislative, regulatory and contractual requirements related to intellectual property rights and use of proprietary software products. 
 
 Implementation guidance 
 The following guidelines should be considered to protect any material that may be considered intellectual property: 
 a) publishing an intellectual property rights compliance policy which defines the legal use of software and information products; 
 b) acquiring software only through known and reputable sources, to ensure that copyright is not violated; 
 c) maintaining awareness of policies to protect intellectual property rights and giving notice of the intent to take disciplinary action against personnel breaching them; 
 d) maintaining appropriate asset registers and identifying all assets with requirements to protect intellectual property rights; 
 e) maintaining proof and evidence of ownership of licenses, master disks, manuals, etc.; 
 f) implementing controls to ensure that any maximum number of users permitted within the license is not exceeded; 
 g) carrying out reviews that only authorized software and licensed products are installed; 
 h) providing a policy for maintaining appropriate license conditions; 
 i) providing a policy for disposing of or transferring software to others; 
 j) complying with terms and conditions for software and information obtained from public networks; 
 k) not duplicating, converting to another format or extracting from commercial recordings (film, audio) other than permitted by copyright law; 
 l) not copying in full or in part, books, articles, reports or other documents, other than permitted by copyright law. 
 
 Other information 
 Intellectual property rights include software or document copyright, design rights, trademarks, patents and source code licences. 
 
 Proprietary software products are usually supplied under a licence agreement that specifies licence terms and conditions, for example, limiting the use of the products to specified machines or limiting copying to the creation of backup copies only. The importance and awareness of intellectual property rights should be communicated to staff for software developed by the organization. 
 
 Legislative, regulatory and contractual requirements may place restrictions on the copying of proprietary material. In particular, they may require that only material that is developed by the organization or that is licensed or provided by the developer to the organization, can be used. Copyright infringement can lead to legal action, which may involve fines and criminal proceedings.",Compliance policy with statements related to protection of intellectual property rights and relevant clauses in supplier contracts. 
