primary_id,sub_id,Name,Type,Affected property(ies),Risk,Treatment
T6,1.1.5,Third-party security policy - Communicate ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Damage caused by a third party due to lack of documenting and communicating third party security policy to the third party. ,Ensure that the third party security policy shall be documented and communicated to the third party.
T6,1.1.6,Third-party security policy - Read and acknowledge ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Damage caused by a third party due to lack of ensuring that the third party security policy shall be read and acknowledged formally by the third party.,Ensure that the third party security policy shall be read and acknowledged formally by the third party.
T6,1.1.7,"Third-party security policy - Maintenance, review, and update   ","Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ","Damage caused by a third party due to lack of maintaining, reviewing and updating third party security policy.","Ensure that the third party security policy shall be maintained, reviewed and updated at planned intervals or if significant changes occur."
T6,2.1.1,Service delivery - Security requirements ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Damage caused by a third party due to lack of ensuring that security requirements for third parties are included in the service delivery agreement for each party.,Ensure that the entity shall ensure that security requirements for third parties are included in the service delivery agreement for each party.
T6,2.1.2,Service delivery - Measurable requirements ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Damage caused by a third party due to lack of ensuring that the security requirements are measurable.,Ensure that the entity shall ensure these security requirements are measurable.
T6,2.1.3,Service delivery - Report on requirements ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Damage caused by a third party due to lack of requiring third parties to measure and report to the entity on the service requirements.,Ensure that the entity shall require third parties to measure and report to the entity on these service requirements.
T6,2.2.1,Monitoring and review of third-party services - Delivery reports ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Damage caused by a third party due to lack of monitoring third parties’ services and ensuring that required delivery reports are received.,Ensure that the entity shall monitor third parties’ services and ensure required delivery reports are received.
T6,2.2.2,Monitoring and review of third-party services - Qualified personnel ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Damage caused by a third party due to lack of ensuring that reports received from third parties are reviewed by qualified personnel.,Ensure that reports received from third parties are reviewed by qualified personnel.
T6,2.2.3,Monitoring and review of third-party services - Incident and problems ,"Operations, Systems and Communication Management","Confidentiality 
",Data leakage due to lack of ensuring that information security incidents and problems identified in the reports are managed properly.,Ensure that information security incidents and problems identified in the reports are managed properly.
T6,2.2.4,Monitoring and review of third-party services - Audits ,"Operations, Systems and Communication Management","Confidentiality 
",Data leakage due to lack of carrying out audits for third parties services at a regular basis.,Ensure that the entity shall carry out audits for third parties services at a regular basis.
T6,2.3.1,Managing changes to third-party services - Service agreements ,"Operations, Systems and Communication Management","Confidentiality Integrity 
",Unauthorized access and/changes due to lack of ensuring that third party service agreements include a methodology for communicating change management issues between the entity and the third party.,Ensure that third party service agreements include a methodology for communicating change management issues between the entity and the third party.
T6,2.3.2,Managing changes to third-party services - Parameters for changes ,"Operations, Systems and Communication Management","Confidentiality Integrity 
",Unauthorized access and/changes due to lack of defining the parameters for changes that must be communicated between the entity and the third party.,Ensure that the entity shall define the parameters for changes that must be communicated between the entity and the third party.
T6,2.3.3,Managing changes to third-party services - Assess changes ,"Operations, Systems and Communication Management","Confidentiality Integrity 
",Unauthorized access and/changes due to lack of assessing the changes taking into account the criticality of business systems and processes involved and re-assessment of risks.,Ensure that the entity shall assess the changes taking into account the criticality of business systems and processes involved and re-assessment of risks.
T6,3.1.1,Information security requirements for cloud environments - Due diligence ,Cloud Security,"Confidentiality 
Integrity 
Availability ","Breach of legislation due to lack of performing necessary due diligence to determine requirements and restrictions relevant to information processing, storage and retention in the cloud environment.","Ensure that the entity shall perform necessary due diligence to determine requirements and restrictions relevant to information processing, storage and retention in the cloud environment."
T6,3.1.2,Information security requirements for cloud environments - Cloud environment ,Cloud Security,"Confidentiality 
","Data leakage due to lack of including the cloud environment (and, where possible, its components) into the risk assessment process.","Ensure that the entity shall include the cloud environment (and, where possible, its components) into the risk assessment process."
T6,3.1.3,Information security requirements for cloud environments - Governance policies and procedures ,Cloud Security,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of developing and maintaining information governance policies and procedures to ensure compliance with identified requirements and risk mitigation strategies.,Ensure that the entity shall develop and maintain information governance policies and procedures to ensure compliance with identified requirements and risk mitigation strategies.
T6,3.1.4,Information security requirements for cloud environments - Information security incidents ,Cloud Security,"Confidentiality 
Integrity 
Availability ",Cyber attack due to lack of ensuring that the information about security incidents that happen at the cloud service provider are communicated.,Ensure that information about security incidents that happen at the cloud service provider are communicated.
T6,3.1.5,Information security requirements for cloud environments - Right to audit ,Cloud Security,"Confidentiality 
",Data leakage due to lack of reserving a right to audit the security arrangements in place at cloud service provider.,"Ensure that the entity shall where possible, reserve a right to audit the security arrangements in place at cloud service provider."
T6,3.2.1,Service delivery agreements with cloud providers - Service delivery agreement ,Cloud Security,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of including provisions for understanding and maintaining awareness of where information with applicable restrictions will be stored or transmitted in the cloud environment as part of the agreement.,Ensure that each service delivery agreement for cloud services shall include provisions for understanding and maintaining awareness of where information with applicable restrictions will be stored or transmitted in the cloud environment.
T6,3.2.2,Service delivery agreements with cloud providers - Information migration plans ,Cloud Security,Availability ,Disruption of critical cloud services due to lack of including provisions for ensuring appropriate information migration plans at the end of the service period as part of the agreement.,Ensure that each service delivery agreement for cloud services shall include provisions for ensuring appropriate information migration plans at the end of the service period.
T6,3.2.3,Service delivery agreements with cloud providers - Cloud security requirements ,Cloud Security,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of including provisions for ensuring all other cloud security requirements determined relevant by the entity are included in the service delivery agreement.,Ensure that each service delivery agreement for cloud services shall include provisions for ensuring all other cloud security requirements determined relevant by the entity are included in the service delivery agreement.
T7,1.1.1,"Information systems acquisition, development, and maintenance policy - Appropriate policy ","System acquisition, development and maintenance","Confidentiality 
","Disclosure of critical application data due to lack of appropriate information systems acquisition, development, and maintenance policy. ","Ensure that the information systems acquisition, development, and maintenance  policy shall be appropriate to the relationship of the entity and all internal and external parties involved in the process."
T7,1.1.2,"Information systems acquisition, development, and maintenance policy - Management commitment ","System acquisition, development and maintenance","Confidentiality 
","Disclosure of critical application data due to lack of including statement of the management commitment, purpose, objective and scope in the information systems acquisition, development, and maintenance policy.","Ensure that the information systems acquisition, development, and maintenance  policy shall include statement of the management commitment, purpose, objective and scope of the policy."
T7,1.1.3,"Information systems acquisition, development, and maintenance policy - Roles and responsibilities ","System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ","Human/user error due to lack of outlining the roles and responsibilities in the information systems acquisition, development, and maintenance  policy.","Ensure that the information systems acquisition, development, and maintenance  policy shall outline the roles and responsibilities."
T7,1.1.4,"Information systems acquisition, development, and maintenance policy - Framework ","System acquisition, development and maintenance","Confidentiality 
","Disclosure of critical application data due to lack of providing the framework for setting information security objectives and/or include information security objectives to be used when engaging in  the process of information systems acquisition, development, and maintenance.","Ensure that the information systems acquisition, development, and maintenance  policy shall provide the framework for setting information security objectives and/or include information security objectives to be used when engaging in  the process."
T7,1.1.5,"Information systems acquisition, development, and maintenance policy - Communicate ","System acquisition, development and maintenance","Confidentiality 
","Disclosure of critical application data due to lack of documenting and communicating information systems acquisition, development, and maintenance  policy to all users.","Ensure that the information systems acquisition, development, and maintenance  policy shall be documented and communicated to all users."
T7,1.1.6,"Information systems acquisition, development, and maintenance policy - Read and acknowledge ","System acquisition, development and maintenance","Confidentiality 
","Disclosure of critical application data due to lack of ensuring that information systems acquisition, development, and maintenance  policy is read and acknowledged formally by all users.","Ensure that the information systems acquisition, development, and maintenance  policy shall be read and acknowledged formally by all users."
T7,1.1.7,"Information systems acquisition, development, and maintenance policy - Maintenance, review, and update ","System acquisition, development and maintenance","Confidentiality 
","Disclosure of critical application data due to lack of maintaining, reviewing and updating information systems acquisition, development, and maintenance  policy.","Ensure that the information systems acquisition, development, and maintenance  policy shall be maintained, reviewed and updated at planned intervals or if significant changes occur."
T7,2.1.1,Security requirements analysis and specification - New information systems or enhancements ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Cyber attack due to lack of using security requirements for new information systems or enhancements to existing information systems.,Ensure that the security requirements shall be used for new information systems or enhancements to existing information systems.
T7,2.1.2,Security requirements analysis and specification - Approval ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Cyber attack due to lack of approval of security requirements by the appropriate business manager or equivalent.,Ensure that the security requirements shall be approved by the appropriate business manager or equivalent.
T7,2.1.3,Security requirements analysis and specification - Address all requirements ,"System acquisition, development and maintenance",Availability ,Disruption of critical systems due to lack of all addressing security requirements identified during the risk assessment.,Ensure that the security requirements shall address all requirements for security controls identified during the risk assessment.
T7,2.1.4,Security requirements analysis and specification - Verify security controls ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Cyber attack due to lack of outlining how to verify that the requirements for security controls have been met.,Ensure that the security requirements shall outline how to verify that the requirements for security controls have been met.
T7,2.1.5,Security requirements analysis and specification - Security requirements ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Cyber attack due to lack of including security requirements in the statement of business and technical requirements.,Ensure that the security requirements shall be included in the statement of business and technical requirements.
T7,2.2.1,Developer-provided training - Training requirements ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Human/user error due to lack of requiring the developer to identify training requirements based on implemented security functions for the correct use and operation of the functions.,Ensure that the entity shall require the developer to identify training requirements based on implemented security functions and in line with the awareness and training policy for the correct use and operation of the functions.
T7,2.2.2,Developer-provided training - Training programs ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Human/user error due to lack of requiring the developer to design and execute appropriate training programs to meet training requirements requirements.,Ensure that the entity shall require the developer to design and execute appropriate training programs to meet these requirements.
T7,2.2.3,Developer-provided training - Training provisions ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Human/user error due to lack of requiring the developer to include training provisions in the relevant service delivery agreement.,Ensure that the entity shall require the developer to include training provisions in the relevant service delivery agreement.
T7,3.1.1,Input data validation - Guidelines or parameters ,"System acquisition, development and maintenance",Availability ,Unavailability of application due to lack of defining a set of guidelines or parameters to be used to validate data input into applications.,Ensure that the entity shall define a set of guidelines or parameters to be used to validate data input into applications.
T7,3.1.2,Input data validation - Set of values ,"System acquisition, development and maintenance",Availability ,Unavailability of application due to lack of defining a set of values for each guideline or parameter to identify acceptable and unacceptable values.,Ensure that the entity shall define a set of values for each guideline or parameter to identify acceptable and unacceptable values.
T7,3.1.3,Input data validation - Validation ,"System acquisition, development and maintenance",Availability ,Unavailability of application due to lack of providing guidance on how to validate each guideline or parameter.,Ensure that the entity shall provide guidance on how to validate each guideline or parameter.
T7,3.2.1,Control of internal processing - Guidelines to developers ,"System acquisition, development and maintenance",Availability ,Unavailability of application due to lack of providing guidelines to application developers on minimum requirements for validation checks for applications under development.,Ensure that the entity shall provide guidelines to application developers on minimum requirements for validation checks for applications under development.
T7,3.2.2,Control of internal processing - Compliance ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Cyber attack due to lack of requiring application developers to provide evidence of compliance with minimum requirements.,Ensure that the entity shall require application developers to provide evidence of compliance with minimum requirements.
T7,3.2.3,Control of internal processing - Periodic review ,"System acquisition, development and maintenance",Availability ,Unavailability of application due to lack of periodically reviewing existing applications to ensure validation checks included during their development still met minimum requirements.,Ensure that the entity shall periodically review existing applications to make sure validation checks included during their development still met minimum requirements.
T7,3.3.1,Message integrity - Identify requirements ,"System acquisition, development and maintenance","Confidentiality Integrity 
",Unauthorized access and/changes due to lack of identifying requirements to ensure authenticity and integrity of messages transmitted between systems and applications.,Ensure that the entity shall identify requirements to make sure authenticity and integrity of messages transmitted between systems and applications.
T7,3.3.2,Message integrity - Adopt controls ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Cyber attack due to lack of adopting proper controls to address the identified requirements.,Ensure that the entity shall adopt proper controls to address the identified requirements.
T7,3.4.1,Output data validation - Output validation ,"System acquisition, development and maintenance",Availability ,Unavailability of application due to lack of defining output validation procedures to ensure that the processing of stored information is correct and appropriate to the circumstances.,Ensure that the entity shall define output validation procedures to ensure that the processing of stored information is correct and appropriate to the circumstances.
T7,4.1.1,Policy on the use of cryptographic controls - Document policy ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Man in the middle attack due to lack of developing and documenting a policy for the use of cryptographic controls in line with the criticality of the information to be protected.,Ensure that the entity shall develop and document a policy for the use of cryptographic controls in line with the criticality of the information to be protected.
T7,4.1.2,Policy on the use of cryptographic controls - Sector or national level restrictions ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of ensuring that the policy takes into account the sector or national level restrictions including regulatory requirements. ,Ensure that the cryptographic controls  policy takes into account the sector or national level restrictions.
T7,4.1.3,Policy on the use of cryptographic controls - Share policy ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Human/user error due to lack of sharing the cryptographic policy with relevant users.,Ensure that the entity shall share the policy with relevant users.
T7,4.1.4,Policy on the use of cryptographic controls - Review and update policy ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Cyber attack due to lack of reviewing and updating the cryptographic policy.,Ensure that the entity shall review and update the policy at planned intervals or if significant changes occur.
T7,4.2.1,Key management - Develop policy ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of developing a key management policy and process to control the generation of keys as per regulatory requirements. ,Ensure that the entity shall develop a key management policy and process to control the generation of keys taking into account regulatory issuances with regard to key management.
T7,4.2.2,Key management - Key storing standards ,"System acquisition, development and maintenance","Confidentiality 
",Data leakage due to lack of defining key storing standards.,Ensure that the entity shall define key storing standards.
T7,4.2.3,Key management - Define procedures ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Data leakage due to lack of defining procedures to revoke/block keys and to repair damage or corrupted keys.,Ensure that the entity shall define procedures to revoke/block keys and to repair damage or corrupted keys.
T7,4.2.4,Key management - Protect keys against loss ,"System acquisition, development and maintenance","Confidentiality 
",Data leakage due to lack of protecting all cryptographic keys against modification and loss.,Ensure that the entity shall protect all cryptographic keys against modification and loss.
T7,4.2.5,Key management - Protect keys against disclosure ,"System acquisition, development and maintenance","Confidentiality 
",Data leakage due to lack of protecting secret and private keys against unauthorized use and disclosure.,Ensure that the entity shall protect secret and private keys against unauthorized use and disclosure.
T7,5.1.1,Control of operational software - Installation of software ,"System acquisition, development and maintenance",Availability ,Disruption of critical services due to lack of allowing the installation of software only by authorized administrators.,Ensure that the entity shall allow the installation of software only by authorized administrators.
T7,5.1.2,Control of operational software - Inhibit installation ,"System acquisition, development and maintenance",Availability ,"Disruption of critical services due to lack of inhibiting installation of software by users, unless justified by their role/business need.","Ensure that the entity shall inhibit installation of software by users, unless justified by their role/business need."
T7,5.1.3,Control of operational software - Original copy ,"System acquisition, development and maintenance",Availability ,"Disruption of critical services due to lack of keeping an original copy of every installed software, including  previous versions.","Ensure that the entity shall keep an original copy of every installed software, including  previous versions."
T7,5.1.4,Control of operational software - Rollback strategy ,"System acquisition, development and maintenance",Availability ,Disruption of critical services due to lack of having a rollback strategy.,Ensure that the entity shall have a rollback strategy.
T7,5.1.5,Control of operational software - Audit log ,"System acquisition, development and maintenance",Availability ,Disruption of critical services due to lack of having an audit log of all software installations.,Ensure that the entity shall have an audit log of all software installations.
T7,5.2.1,Protection of system test data - Sample data sets ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Unauthorized access to the test data due to lack of using sample data sets to test data applications.,Ensure that the entity shall use sample data sets to test data applications.
T7,5.2.2,Protection of system test data - Limit the transfer of data ,"System acquisition, development and maintenance","Confidentiality 
",Data leakage due to lack of limiting the transfer of real data from production environment to the test environment.,"Ensure that the entity shall limit the transfer of real data from production environment to the test environment, and to be done only after the appropriate authorization."
T7,5.2.3,Protection of system test data - Erase data ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Unauthorized access to the test data due to lack of erasing any data from test applications immediately after testing is completed.,Ensure that the entity shall erase any data from test applications immediately after testing is completed.
T7,5.2.4,Protection of system test data - Track of copy/erase ,"System acquisition, development and maintenance","Confidentiality 
",Data leakage due to lack of keeping track of any copy/erase of data between production and testing environment.,Ensure that the entity shall keep track of any copy/erase of data between production and testing environment.
T7,5.3.1,Access control to program source code - Define policy ,"System acquisition, development and maintenance","Integrity 
",Unauthorized changes to application (source code) due to lack of defining an access control policy to source code.,Ensure that the entity shall define an access control policy to source code.
T7,5.3.2,Access control to program source code - Periodic review ,"System acquisition, development and maintenance","Integrity 
",Unauthorized changes to application due to lack of defining and periodically reviewing permissions.,Ensure that the entity shall define and periodically review permissions.
T7,5.3.3,Access control to program source code - Audit log ,"System acquisition, development and maintenance","Integrity 
",Unauthorized changes to application (source code) due to lack of keeping an audit log of all accesses.,Ensure that the entity shall keep an audit log of all accesses.
T7,6.1.1,Change control procedures - Develop procedure ,"System acquisition, development and maintenance","Confidentiality Integrity 
",Unauthorized access and/changes due to lack of developing a change control procedure.,Ensure that the entity shall develop a change control procedure.
T7,6.1.2,Change control procedures - Track record ,"System acquisition, development and maintenance","Confidentiality Integrity 
",Unauthorized access and/changes due to lack of keeping track record of all changes.,Ensure that the entity shall keep track record of all changes.
T7,6.1.3,Change control procedures - Copy of every version ,"System acquisition, development and maintenance",Availability ,"Disruption of critical application/software due to lack of keeping a copy of every version of the software, adopting appropriate integrity verification procedures.","Ensure that the entity shall keep a copy of every version of the software, adopting appropriate integrity verification procedures."
T7,6.1.4,Change control procedures - Update documents ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Human/user error due to lack of ensuring that all relevant documentations are up-to-date.,Ensure that the entity shall ensure all relevant documentations are up-to-date.
T7,6.1.5,Change control procedures - Proper planning ,"System acquisition, development and maintenance",Availability ,Disruption of critical services due to lack of ensuring proper planning to perform changes implementation at the right time.,Ensure that proper planning to perform changes implementation at the right time.
T7,6.2.1,Technical review of applications after operating system changes - Test applications ,"System acquisition, development and maintenance",Availability ,Disruption of critical services due to lack of testing any application in a testing environment when operating systems are changed (including patches and configurations).,Ensure that the entity shall test any application in a testing environment when operating systems are changed (including patches and configurations).
T7,6.2.2,Technical review of applications after operating system changes - Monitoring ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Cyber attack due to lack of monitoring operating system and application logs for any anomaly.,Ensure that the entity shall monitor operating system and application logs for any anomaly.
T7,6.2.3,Technical review of applications after operating system changes - Rollback procedure,"System acquisition, development and maintenance",Availability ,Disruption of critical services due to lack of defining a rollback procedure.,Ensure that the entity shall always define a rollback procedure.
T7,6.2.4,Technical review of applications after operating system changes - Asset database ,"System acquisition, development and maintenance",Availability ,Disruption of critical services due to lack of ensuring that changes are reflected in any asset database and in any technical contingency plan.,Ensure that changes are reflected in any asset database and in any technical contingency plan.
T7,6.3.1,Restrictions of changes to software packages - Approval of changes ,"System acquisition, development and maintenance","Confidentiality Integrity 
",Unauthorized access and/changes due to lack of defining who is entitled to approve changes to software/applications.,Ensure that the entity shall define who is entitled to approve changes to software/applications.
T7,6.3.2,Restrictions of changes to software packages - Testing change,"System acquisition, development and maintenance",Availability ,Disruption of critical services due to lack of testing any change in a testing environment before moving it to production environment.,Ensure that the entity shall test any change in a testing environment before moving it to production environment.
T7,6.3.3,Restrictions of changes to software packages - Major changes ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Exploitation of application vulnerabilities due to lack of  performing secure code review for critical software and applications.,"Ensure that the entity shall in case of major changes in critical software and applications, perform a secure code review."
T7,6.4.1,Information leakage - Data leak prevention solution ,"System acquisition, development and maintenance","Confidentiality 
",Data leakage due to lack of adopting data leak prevention (dlp) measures.,Ensure that the entity shall adopt data leak prevention (dlp) measures.
T7,6.4.2,Information leakage - Access management solutions ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Misuse of information assets due to lack of adopting identity and access management solutions to limit access to critical data only to authorized personnel.,Ensure that the entity shall adopt identity and access management solutions to limit access to critical data only to authorized personnel.
T7,6.4.3,Information leakage - Information classification policy ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Misuse of information assets due to lack of defining and enforcing a data/information classification policy.,Ensure that the entity shall define and enforce a data/information classification policy.
T7,6.5.1,Outsourced software development - Security coding policy ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Exploitation of application vulnerabilities due to lack of defining a secure coding policy.,Ensure that the entity shall define a secure coding policy.
T7,6.5.2,Outsourced software development - Quality assurance (QA) process,"System acquisition, development and maintenance",Availability ,Disruption of critical application due to lack of defining a quality assurance (qa) process.,Ensure that the entity shall define a quality assurance (qa) process.
T7,6.5.3,Outsourced software development - Software acquisition contract ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ","Breach of legislation due to lack of including in the software acquisition contract a clause to oblige third part to be compliant to entity secure coding policy, to align to entity qa process.","Ensure that the entity shall include in the software acquisition contract a clause to oblige third part to be compliant to entity secure coding policy, to align to entity qa process. the contract shall also include the possibility to conduct audit on the third party."
T7,6.5.4,Outsourced software development - Software development contract ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of specifying in the software development contract any requirement and information security functionality.,Ensure that the entity shall specify in the software development contract any requirement and information security functionality.
T7,6.5.5,Outsourced software development - Source code review ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Exploitation of application vulnerabilities due to lack of conducting a source code review to identify potential vulnerabilities and/or malicious code or code that does not conform to the functionalities required.,Ensure that the entity shall conduct a source code review to identify potential vulnerabilities and/or malicious code or code that does not conform to the functionalities required.
T7,7.1.1,Control of technical vulnerabilities - Vulnerabilities in new systems ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Exploitation of application vulnerabilities due to lack of identifying vulnerabilities in new systems and applications and define a remediation plan before placing them in a production environment.,Ensure that the entity shall identify vulnerabilities in new systems and applications and define a remediation plan before placing them in a production environment.
T7,7.1.2,Control of technical vulnerabilities - Production systems ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ","Exploitation of application vulnerabilities due to lack of testing, reviewing, checking, and verifying the presence of vulnerabilities in production systems throughout the development life-cycle, preferably by the use of automated testing tools.","Ensure that the entity shall test, review, check, and verify the presence of vulnerabilities in production systems throughout the development life-cycle, preferably by the use of automated testing tools."
T7,7.1.3,Control of technical vulnerabilities - Cost-Benefit-Analysis (CBA),"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ","Cyber attack due to lack of performing a cost-benefit-analysis (cba) for vulnerabilities to determine the proper remediation plan, where appropriate.","Ensure that the entity shall perform a cost-benefit-analysis (cba) for vulnerabilities to determine the proper remediation plan, where appropriate."
T7,8.1.1,Supply chain protection strategy - Define policy ,"System acquisition, development and maintenance","Confidentiality 
","Data leakage due to lack of defining a policy to regulate the acquisition of products and services, including not to disclose to the supplier any unnecessary details about the entity’s configurations and architectures.",Ensure that the entity shall define a policy to regulate the acquisition of products and services. such a policy shall include not to disclose to the supplier any unnecessary details about the entity’s configurations and architectures.
T7,8.1.2,Supply chain protection strategy - Compliance to security requirements ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Cyber attack due to lack of checking for every product/service delivered its compliance to security requirements defined by the policy.,Ensure that the entity shall check for every product/service delivered its compliance to security requirements defined by the policy.
T7,8.1.3,Supply chain protection strategy - Contract ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of defining in the contract with the supplier that compliance with the entity security policy is required.,Ensure that the entity shall define in the contract with the supplier that compliance with the entity security policy is required.
T7,8.1.4,Supply chain protection strategy - Incentivize transparency,"System acquisition, development and maintenance","Confidentiality 
",Data leakage due to lack of incentivizing transparency into the security practices of the supplier.,Ensure that the entity shall incentivize transparency into the security practices of the supplier.
T7,8.1.5,Supply chain protection strategy - Possibility to audit,"System acquisition, development and maintenance","Confidentiality 
",Data leakage due to lack of including the possibility to audit the supplier’s security practices.,Ensure that the entity shall include the possibility to audit the supplier’s security practices.
T7,8.1.6,Supply chain protection strategy - Sector and national level requirements,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of ensuring that all sector and national level requirements for supply chain security are met.,Ensure that the entity shall ensure all sector and national level requirements for supply chain security are met.
T7,8.2.1,Supplier reviews - Evaluation process ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ","Damage caused by a third party due to lack of defining an evaluation process for suppliers of information systems, system components and services.","Ensure that the entity shall define an evaluation process for suppliers of information systems, system components and services."
T7,8.2.2,Supplier reviews - Periodic review ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Damage caused by a third party due to lack of periodically reviewing supplier evaluations.,Ensure that the entity shall periodically review supplier evaluations.
T7,8.2.3,Supplier reviews - Supplier review process,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of ensuring the supplier review process includes checks with appropriate sector and national level requirements.,Ensure that the supplier review process includes checks with appropriate sector and national level requirements.
T7,8.3.1,Limitation of harm - Suppliers ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Damage caused by a third party due to lack of limiting information shared with suppliers.,Ensure that the entity shall limit information shared with suppliers.
T7,8.3.2,Limitation of harm - Diverse set of suppliers,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Damage caused by a third party due to lack of employing a diverse set of suppliers for any critical information system product and service area.,Ensure that the entity shall employ a diverse set of suppliers for any critical information system product and service area.
T7,8.4.1,Supply chain operations security - Evaluate risks ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Cyber attack due to lack of evaluating risks to its own information systems/services operations considering also threats/vulnerabilities relate to suppliers.,Ensure that the entity shall evaluate risks to its own information systems/services operations considering also threats/vulnerabilities related to suppliers.
T7,8.4.2,Supply chain operations security - Work with suppliers ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Damage caused by a third party due to lack of working with suppliers to align controls and have them reported in the service contract.,Ensure that the entity shall work with suppliers to align controls and have them reported in the service contract.
T7,8.4.3,Supply chain operations security - Define monitoring of controls ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Damage caused by a third party due to lack of defining how controls implemented by suppliers will be monitored by the entity.,Ensure that the entity shall define how controls implemented by suppliers will be monitored by the entity.
T7,8.5.1,Reliable delivery - Information systems and components ,"System acquisition, development and maintenance",Availability ,Disruption of critical services due to lack of ensuring information systems and components received are genuine.,Ensure that the entity shall ensure information systems and components received are genuine.
T7,8.5.2,Reliable delivery - No alteration ,"System acquisition, development and maintenance",Availability ,Disruption of critical services due to lack of verifying software delivered has not being altered.,Ensure that the entity shall verify software delivered has not being altered.
T7,8.6.1,Process to address weaknesses or deficiencies - Supply chain elements ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Damage caused by a third party due to lack of mapping supply chain elements and identifying any interdependency.,Ensure that the entity shall map supply chain elements and identify any interdependency.
T7,8.6.2,Process to address weaknesses or deficiencies - Organizational assessments,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Damage caused by a third party due to lack of identifying and addressing any weaknesses or deficiencies during independent or organizational assessments of the mapped supply chain elements.,Ensure that the entity shall identify and address any weaknesses or deficiencies during independent or organizational assessments of the mapped supply chain elements.
T7,8.6.3,Process to address weaknesses or deficiencies - Audit process ,"System acquisition, development and maintenance","Confidentiality 
Integrity 
Availability ",Cyber attack due to lack of establishing a formal review/audit process.,Ensure that the entity shall establish a formal review/audit process.
T7,8.6.4,Process to address weaknesses or deficiencies - Regular assessments ,"System acquisition, development and maintenance","Confidentiality 
",Data leakage due to lack of conducting regular assessments and audits of supply chain elements.,Ensure that the entity shall conduct regular assessments and audits of supply chain elements.
